buildingId,isPartOf,buildingTitle,kind,type,description,ownercustodianName,ownercustodianId,balanceHolderName,balanceHolderId,userName,userId,dk018classId,dk018classDescription,unitName,buildingArea,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,registrationStatus,registrationId,registrationDate,constructionReadiness,condition,utilitiesAvailable,validityDate,utilitiesAvailableWaterSupply,utilitiesAvailableHeatingSupply,utilitiesAvailableElectricNetwork,utilitiesAvailableGasSupply
6847-51725,null,"ПОБУТОВІ ПОСЛУГИ","10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б","ПОБУТОВІ ПОСЛУГИ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,65.3,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ШОЛОМ-АЛЕЙХЕМА",xxx,null,null,Зареєстровано,"2139502180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-17,true,false,null,false
6848-61385,null,"НЕЖИТЛОВИЙ ФОНД (ОРЕНДА, ВІЛЬНІ, ВЛАСНІ ПОТРЕБИ)","10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ СОЛОМ'ЯНСЬКОГО РАЙОНУ М. КИЄВА","35756919",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,77.7,UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ЄРЕВАНСЬКА",xxx,null,null,Зареєстровано,"2582512180000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-12-25,true,false,"однофазний струм (220)",false
6851-48380,null,"оренда - Нікітіна О. В., вільні","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,86.3,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","КЛОВСЬКИЙ УЗВІЗ",xxx,null,null,Зареєстровано,"2103682480000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-25,true,false,"однофазний струм (220)",false
6853-54147,null,"оренда - громадські приймальні депутатів Київради, вільне","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,19.2,UA80000000000093317,"1024",Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ЛЮТЕРАНСЬКА",xxx,null,null,Зареєстровано,"2819533080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-11,false,true,"однофазний струм (220)",false
6858-51001,null,"КОМПЛ.ПІДПР.ПОБУТ. ОБСЛУГОВ.","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","КОМПЛ.ПІДПР.ПОБУТ. ОБСЛУГОВ.",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,32.75,UA80000000000093317,"02217",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ЗАКРЕВСЬКОГО МИКОЛИ",xxx,null,null,Зареєстровано,"1636150580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-10,false,false,null,false
6893-17128,null,null,"10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,48.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","БЕХТЕРЕВСЬКИЙ ПРОВ.",xxx,null,null,Зареєстровано,"1506222080000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-11,true,true,null,false
6895-16844,null,null,"10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Н/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,7.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ВОЗНЕСЕНСЬКІЙ УЗВІЗ (СМИРНОВА-ЛАСТОЧКІНА)",xxx,null,null,Зареєстровано,"3018209480000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6898-43824,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2""","10.1264.40.003-Будівлі поліклінік","ОКРЕМО СТОЯЧИЙ","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ДЕСНЯНСЬКОГО РАЙОНУ М. КИЄВА","21467676",null,null,"10.1264.40.003","Будівлі поліклінік",кв. м.,2.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","РОНАЛЬДА РЕЙГАНА (ДРАЙЗЕРА ТЕОДОРА)",xxx,null,null,Зареєстровано,"1133426080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-03,true,true,"трифазний струм (220/380)",false
6899-16831,null,null,null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,82.3,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","СІЧОВИХ СТРІЛЬЦІВ (АРТЕМА)",xxx,null,null,Зареєстровано,"1638619980000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-10-29,true,true,null,false
6901-52392,null,"ЧЕРВОНИЙ ХРЕСТ","10.12-Будівлі (приміщення) нежитлові","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ОБОЛОНСЬКОГО РАЙОНУ М.КИЄВА""","39611267",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,231.8,UA80000000000093317,"04212",Україна,м. Київ,null,null,null,"ОБОЛОНСЬКИЙ","ЛЕВКА ЛУК'ЯНЕНКА (МАРШАЛА ТИМОШЕНКА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-03,true,true,"однофазний струм (220)",false
6902-58700,null,"бюджетна установа; 73,9 кв.м та 81,3 кв.м - об'єкт цивільної оборони (укриття)","10.1-БУДІВЛІ","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.1","БУДІВЛІ",кв. м.,30.1,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","БЕРЕСТЕЙСЬКИЙ ПРОСПЕКТ (ПРОСПЕКТ ПЕРЕМОГИ)",xxx,null,null,Зареєстровано,"2741254380000; 2758562980000; 2771067080000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-05,false,true,null,false
6904-48862,null,"ПРИЙМ.ПУНКТИ ВТОРИН.СИРОВИНИ","10.1230.60.033-Пункти приймання вторинної сировини","ОКРЕМО СТОЯЧИЙ","ПРИЙМ.ПУНКТИ ВТОРИН.СИРОВИНИ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ СВЯТОШИНСЬКОГО РАЙОНУ М. КИЄВА""","39607507",null,null,"10.1230.60.033","Пункти приймання вторинної сировини",кв. м.,21.18,UA80000000000093317,"03148",Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","ЮРИ ГНАТА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,false,false,"інформація відсутня",false
6905-14698,null,null,null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,27.0,UA80000000000093317,"01030",Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ФРАНКА ІВАНА",xxx,null,null,Зареєстровано,"2423048180000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-12,true,true,null,false
6906-57692,null,null,"10.1252.70.009-Складські будівлі","ОКРЕМО СТОЯЧИЙ",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.1252.70.009","Складські будівлі",кв. м.,66.7,null,null,Україна,null,null,"ВИШГОРОДСЬКИЙ",null,null,"ПРИБЕРЕЖНЯ, С. ВИЩА ДУБЕЧНЯ,  ВИШГОРОДСЬКОГО  КИЇВСЬКА   ",xxx,null,null,Невідомо,null,null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6907-57690,null,null,"10.1230.10.004-Будівлі торгових центрів","ОКРЕМО СТОЯЧИЙ",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.1230.10.004","Будівлі торгових центрів",кв. м.,243.9,null,null,Україна,null,null,"ВИШГОРОДСЬКИЙ",null,null,"ПРИБЕРЕЖНЯ, С. ВИЩА ДУБЕЧНЯ,  ВИШГОРОДСЬКОГО  КИЇВСЬКА   ",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6908-57691,null,null,"10.1252.70.009-Складські будівлі","ОКРЕМО СТОЯЧИЙ",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.1252.70.009","Складські будівлі",кв. м.,46.6,null,null,Україна,null,null,"ВИШГОРОДСЬКИЙ",null,null,"ПРИБЕРЕЖНЯ, С. ВИЩА ДУБЕЧНЯ,  ВИШГОРОДСЬКОГО  КИЇВСЬКА   ",xxx,null,null,Невідомо,null,null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6909-57689,null,null,"10.12-Будівлі (приміщення) нежитлові","ОКРЕМО СТОЯЧИЙ",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,29.0,null,null,Україна,null,null,"ВИШГОРОДСЬКИЙ",null,null,"ПРИБЕРЕЖНЯ, С. ВИЩА ДУБЕЧНЯ,  ВИШГОРОДСЬКОГО  КИЇВСЬКА   ",xxx,null,null,Невідомо,null,null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6910-57693,null,null,"10.12-Будівлі (приміщення) нежитлові","ОКРЕМО СТОЯЧИЙ",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,14.3,null,null,Україна,null,null,"ВИШГОРОДСЬКИЙ",null,null,"ПРИБЕРЕЖНЯ, С. ВИЩА ДУБЕЧНЯ,  ВИШГОРОДСЬКОГО  КИЇВСЬКА   ",xxx,null,null,Невідомо,null,null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6913-15393,null,null,"10.12-Будівлі (приміщення) нежитлові","ОКРЕМО СТОЯЧИЙ",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,129.3,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЯНУША КОРЧАКА (БАУМАНА)",xxx,null,null,Зареєстровано,"2661781880000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6916-16499,null,"вільне, нежитлова будівля - 9,8 кв.м","10.1-БУДІВЛІ","ОКРЕМО СТОЯЧИЙ",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.1","БУДІВЛІ",кв. м.,9.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ГЕТЬМАНА ПАВЛА СКОРОПАДСЬКОГО (ТОЛСТОГО ЛЬВА)",xxx,null,null,Зареєстровано,"2681039080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-13,false,false,null,false
6920-16649,null,null,null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,3.1,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЄВГЕНА ЧИКАЛЕНКА (ПУШКІНСЬКА)",xxx,null,null,Зареєстровано,"21733497800",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-31,false,false,null,false
6921-16649,null,null,null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,21.2,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЄВГЕНА ЧИКАЛЕНКА (ПУШКІНСЬКА)",xxx,null,null,Зареєстровано,"21733497800",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-31,false,false,null,false
6924-17110,null,null,null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,24.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","СІЧОВИХ СТРІЛЬЦІВ (АРТЕМА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-27,true,true,null,false
6935-54086,null,null,"10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,92.6,UA80000000000093317,"02218",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","РОМАНА ШУХЕВИЧА ПРОСП. (ВАТУТІНА ГЕНЕРАЛА ПРОСП.)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-16,false,false,"інформація відсутня",false
6958-51949,null,"ПОБУТОВІ ПОСЛУГИ","10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б","ПОБУТОВІ ПОСЛУГИ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,78.7,UA80000000000093317,"02225",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ЧЕРВОНОЇ КАЛИНИ (ВОЛОДИМИРА МАЯКОВСЬКОГО)",xxx,null,null,Зареєстровано,"1882565180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-14,true,true,null,false
6966-23162,null,"ПОЛІКЛІНІКА","10.1-БУДІВЛІ","ОКРЕМО СТОЯЧИЙ","ПОЛІКЛІНІКА",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","26199200",null,null,"10.1","БУДІВЛІ",кв. м.,54.5,UA80000000000093317,"04014",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","МОСТИЦЬКА",xxx,null,null,Зареєстровано,"1258651080000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-09-06,true,true,null,false
6969-54557,null,null,"10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б","ПОБУТОВІ ПОСЛУГИ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,90.4,UA80000000000093317,"02166",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ"," ЛІСОВИЙ ПРОСПЕКТ",xxx,null,null,Зареєстровано,"2419558980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-16,true,false,null,false
6981-47516,null,"амбулаторія № 2","10.1264.40.010-Центри первинної медико-санітарної допомоги","ОКРЕМО СТОЯЧИЙ","ПОЛІКЛІНІКА",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО- САНІТАРНОЇ ДОПОМОГИ №3 "" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38945945",null,null,"10.1264.40.010","Центри первинної медико-санітарної допомоги",кв. м.,116.9,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЩЕРБАКІВСЬКОГО ДАНИЛА (ЩЕРБАКОВА)",xxx,null,null,Зареєстровано,"2240096580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-15,true,true,"однофазний струм (220)",false
6985-49743,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ СВЯТОШИНСЬКОГО РАЙОНУ М. КИЄВА""","39607507",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,38.85,UA80000000000093317,"03179",Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","ІРПІНСЬКА",xxx,null,null,Зареєстровано,"1594555680000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,true,false,"однофазний струм (220)",false
6988-48090,null,"оренда - офіс, ГО, вільні","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,41.2,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ПІДВИСОЦЬКОГО ПРОФЕСОРА",xxx,null,null,Зареєстровано,"1705188880000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-11,true,true,"однофазний струм (220)",false
6996-19911,null,null,"10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ СОЛОМ'ЯНСЬКОГО РАЙОНУ М. КИЄВА","35756919",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,14.7,UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","СЕРГІЯ БЕРЕГОВОГО (МАРТИРОСЯНА)",xxx,null,null,Зареєстровано,"2873648880000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-08,false,false,null,false
6997-51109,null,"оренда- 118,8 кв.м (самозахоплення), вільне","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,48.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ПРЕДСЛАВИНСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-27,true,true,"однофазний струм (220)",false
6998-45865,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,149.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЕСТОНСЬКА",xxx,null,null,Зареєстровано,"2418531580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03,true,false,"приєднана потужність до 20 кВт",false
6999-46148,null,"адміністративне","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,11.6,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЕСТОНСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03,false,false,"приєднана потужність до 20 кВт",false
